,molecular_formula,mass
C00869,C18H34O3,298.25079500000004
C00870,C6H5NO3,139.026943
C00871,C10H17O8PR2(C5H8O5PR)n,506.273175994
C00872,C3H5NO4,119.02185800000001
C00873,C62H89N17O14,1295.677491
C00875,C8H8N2O3SR2,244.29066899999998
C00876,C29H36N5O18P,773.179296
C00877,C25H40N7O17P3S,835.141423
C00878,C5H10O6,166.04773799999998
C00879,C6H10O8,210.037567
C00880,C6H12O7,196.058303
C00881,C9H13N3O4,227.090606
C00882,C21H35N7O13P2S,687.1488780000001
C00883,C18H32O16,504.16903499999995
C00884,C10H16N4O3,240.12223999999998
C00885,C10H10O6,226.04773799999998
C00886,C13H22NO11PR2(C5H8O6PR)n,625.3494239940001
C00887,N2O,44.001063
C00888,C26H44N7O17P3S,851.172723
C00889,(C32H48N6O18R2)n,3428.656776
C00891,C21H34O,302.260966
C00892,C21H36O,304.276616
C00893,NH2R,16.022585
C00894,C24H38N7O17P3S,821.1257730000001
C00895,C20H25N10O10P(C10H12N5O6P)n,925.654565996
C00896,C14H21ClN2O3S,332.096141
C00897,C12H22O11,342.116212
C00898,C4H6O6,150.016438
C00899,C20H30O,286.229666
C00900,C5H8O4,132.042259
C00902,C6H10O3,130.062994
C00903,C9H8O,132.057515
C00904,C26H42N7O20P3S,897.141817
C00905,C6H10O7,194.042653
C00906,C5H8N2O2,128.058578
C00908,C19H39N5O7,449.28494900000004
C00909,C20H30O3,318.219495
C00911,C5H9O4R,133.12278899999998
C00912,,
C00913,C6H7N5,149.070145
C00915,C24H22N2,338.17829900000004
C00916,C16H21N3O8S,415.104935
C00917,,
C00918,C11H12Cl2N2O5,322.012327
C00919,C5H13NO4S,183.056529
C00920,C31H51N10O22P3S2,1072.183364
C00921,C14H14N6O3,314.112738
C00922,C6H8O4,144.042259
C00923,,
C00924,,
C00925,(C12H15NO10(R1)(R2)3)n,
C00927,C23H24N4O9,500.154328
C00928,C2H6OS,78.013936
C00929,C10H17O8PR2(C5H8O5PR)n,506.273175994
C00930,(C12H20O11)n,340.281155
C00931,C10H14N2O4,226.09535699999998
C00933,C16H24NO5,310.165448
C00934,,
C00935,C14H22N2O16P2,536.044456
C00936,C6H12O6,180.06338799999997
C00937,C3H6O2,74.03677900000001
C00938,(C5H8O5)n,148.114253
C00939,C10H14N6O4,282.10765299999997
C00940,C5H7NO4,145.037508
C00941,C9H12N3O7P,305.041286
C00942,C10H12N5O7P,345.047434
C00943,C10H11N4O7P,330.036535
C00944,C7H10O6,190.04773799999998
C00946,C10H14N5O7P,347.063084
C00949,,
C00950,C4H10O2S2,154.01222099999998
C00951,C18H24O2,272.17762999999997
C00952,,
C00954,C10H9NO2,175.063329
C00955,C10H11NO,161.08406399999998
C00956,C6H11NO4,161.06880800000002
C00957,C3H4O3S,119.988115
C00958,C11H21NO7PR2,341.23496299600004
C00959,C20H32O4,336.23006000000004
C00960,C10H18O13P2R2(C5H8O6PR)n,1222.7527869540002
C00961,C18H12O6,324.063388
C00962,C6H12O6,180.06338799999997
C00963,C6H11O6R,179.148221
C00964,C10H16O,152.120115
C00965,(C6H10O5)n,162.140875
C00966,C6H10O4,146.057909
C00968,C10H12N5O5P,313.05760499999997
C00969,C3H6O2,74.03677900000001
C00971,C8H7NO3,165.04259299999998
C00972,C3H3O3R,87.054258
C00973,(C6H10O5)n,162.140875
C00974,C15H12O6,288.063388
C00975,C4H4O6,148.000788
C00976,C16H23N5O17P2,619.056417
C00977,C11H13N3O,203.105862
C00978,C12H14N2O2,218.105528
C00979,C5H9NO4,147.053158
C00980,(C2H4O)n,44.052649
C00982,C26H21N3O2,407.163377
C00984,C6H12O6,180.06338799999997
C00985,C7H5HgO2R,321.705695
C00986,C3H10N2,74.084398
C00988,C2H5O6P,155.982374
C00989,C4H8O3,104.047344
C00990,C5H12N2O,116.09496299999999
C00991,,
C00992,C62H90CoN13O15P,1346.574896
C00993,C6H12N2O3,160.084792
C00994,C13H14O8,298.068867
C00995,,
C00996,,
C00997,,
C00998,,
C00999,,
C01000,,
C01001,C35H44N4O16,776.275231
C01002,C6H13O9P,260.029719
C01003,C4H6N2O3R2,594.084972
C01004,C7H7NO2,137.047678
C01005,C3H8NO6P,185.008924
C01007,C17H22N4O6,378.153934
C01008,C3H9S,77.042496
C01009,C15H24N2O16P2,550.0601059999999
C01010,C2H4N2O3,104.022192
C01011,C26H42N7O20P3S,897.141817
C01012,C6H10O3,130.062994
C01013,C3H6O3,90.03169399999999
C01014,C9H12O2,152.08373
C01015,C5H9NO3,131.058243
C01016,C5H10O7PR,213.10270699799997
C01017,C11H12N2O3,220.084792
C01018,C6H12O5,164.068473
C01019,C6H12O5,164.068473
C01020,C6H5NO3,139.026943
C01021,C3H6NO2R,88.085379
C01022,,
C01023,C21H41N7O12,583.28132
C01024,C40H46N4O17,854.2857960000001
C01025,HO2R,33.006751
C01026,C4H9NO2,103.06332900000001
C01028,C6H14N2O3,162.100442
C01029,C9H21N3O,187.168462
C01031,C11H17N3O7S,335.078721
C01032,C5H9O5R,149.12219399999998
C01033,C26H44N7O17P3S,851.172723
C01034,C19H28O,272.214016
C01035,C5H11N3O2,145.085127
C01036,C8H8O6,200.032088
C01037,C9H20N2O2,188.152478
C01040,C6H10O6,178.04773799999998
C01041,C6H7O6,175.024263
C01042,C6H9NO5,175.048072
C01043,C4H8N2O3,132.053492
C01044,C5H7NO5,161.032422
C01045,C6H9NO5,175.048072
C01046,C6H11NO4,161.06880800000002
C01047,C7H14N2O3,174.100442
C01048,C5H11O4P(C5H8)n,234.22966099799999
C01050,C20H31N3O19P2,679.102699
C01051,C40H44N4O16,836.275231
C01053,C6H10O4,146.057909
C01054,C30H50O,426.386166
C01056,C10H14N2O,178.110613
C01058,,
C01059,C5H5NO2,111.032028
C01060,C9H9I2NO3,432.867179
C01061,C8H8O6,200.032088
C01062,C6H10O7,194.042653
C01063,C28H46N7O19P3S,909.1782029999999
C01064,C19H28N4O16PR,599.417461998
C01066,C6H8O2,112.05243
C01067,C6H12O9S,260.020203
C01068,C5H13O8P,232.034804
C01069,C14H19NO6S,329.093308
C01070,,
C01071,,
C01073,C5H9NO3,131.058243
C01074,,
C01075,C6H13NO8S,259.036187
C01076,C2H3NOR2,73.050816
C01077,C6H11NO4,161.06880800000002
C01078,C6H8N2O2R2,460.12828399999995
C01079,C34H40N4O4,568.304956
C01080,C29H38N5O18P,775.194946
C01081,C12H18N4O4PS,345.078637
C01083,C12H22O11,342.116212
C01086,C24H39N7O18P3SR,838.5897559939999
C01087,C5H8O5,148.037173
C01088,C6H10O5,162.052823
C01089,C4H8O3,104.047344
C01090,C19H32O2,292.24023
C01091,C23H30N2O5,414.21547200000003
C01092,C9H17NO3,187.12084299999998
C01093,C12H20O11,340.10056099999997
C01094,C6H13O9P,260.029719
C01095,C5H12O11P2,309.985484
C01096,C6H15O9P,262.045369
C01097,C6H13O9P,260.029719
C01099,C6H13O8P,244.034804
C01100,C6H12N3O4P,221.05654199999998
C01101,C5H11O8P,230.01915400000001
C01102,C4H10NO6P,199.024574
C01103,C10H13N2O11P,368.025696
C01104,C3H9NO,75.068414
C01107,C6H13O7P,228.03988900000002
C01108,C6H6O3,126.03169399999999
C01109,C6H10N2O3,158.069142
C01110,C5H9NO3,131.058243
C01111,C10H7NO5,221.03242200000003
C01112,C5H11O8P,230.01915400000001
C01113,C6H13O9P,260.029719
C01114,C5H8O5,148.037173
C01115,C6H10O6,178.04773799999998
C01117,C5H10O7PR,213.10270699799997
C01118,C8H13NO6,219.074287
C01119,C4H8O2S2,151.996571
C01120,C18H40NO5P,381.26441
C01121,C8H19N6O7P,342.105284
C01122,C24H37N7O17P3SR,820.574468994
C01123,C10H16O,152.120115
C01124,C21H30O5,362.20932400000004
C01125,C6H8O3,128.04734399999998
C01126,C15H26O,222.198365
C01127,C5H6O6,162.016438
C01131,C6H13O8P,244.034804
C01132,C8H15NO6,221.08993700000002
C01133,C8H15NO7,237.084852
C01134,C11H23N2O7PS,358.096358
C01135,,
C01136,C10H19NO2S2,249.08572
C01137,C14H23N6O3S,355.155234
C01138,C21H40N7O15P,661.232
C01139,C4H6N2O3R2,594.084972
C01140,C6H11O6R,179.148221
C01141,C4H6N2O3R2,594.084972
C01142,C6H14N2O2,146.105528
C01143,C6H14O10P2,308.00622000000004
C01144,C25H42N7O18P3S,853.1519880000001
C01146,C3H4O4,104.010959
C01147,C6H10O2,114.06808000000001
C01149,C7H16NO,130.123189
C01151,C5H12O11P2,309.985484
C01152,C7H11N3O2,169.085127
C01153,H2PO4R,96.987263998
C01155,C15H10O13S2,461.95628200000004
C01156,C15H10O13S2,461.95628200000004
C01157,C5H9NO3,131.058243
C01158,C13H16O10,332.07434700000005
C01159,C3H8O10P2,265.959269
C01161,C8H8O4,168.042259
C01162,C6H9N3O2,155.069477
C01163,C7H6O6,186.016438
C01164,C27H44O,384.339216
C01165,C5H9NO3,131.058243
C01166,,
C01167,C10H11N2O6PR2,317.15211099600003
C01168,C9H13N2O9P,324.035867
C01169,C12H21NO4S2,307.0912
C01170,C17H27N3O17P2,607.0815690000001
C01171,C6H13O9P,260.029719
C01172,C6H13O9P,260.029719
C01173,C10H8O3,176.04734399999998
C01175,C17H22O10,386.121297
C01176,C21H30O3,330.219495
C01177,C6H13O9P,260.029719
C01179,C9H8O4,180.042259
C01180,C5H8O3S,148.01941499999998
C01181,C7H16NO2,146.11810400000002
C01182,C5H12O11P2,309.985484
C01183,C8H11NO,137.08406399999998
C01185,C11H15NO9P,336.048443
C01186,C6H14N2O2,146.105528
C01187,C8H14O8,238.06886699999998
C01188,C4H8O3,104.047344
C01189,C27H46O,386.354866
C01190,C25H46NO8R,488.63572899999997
C01191,C25H45O8P(C5H8)n,572.7120749979999
C01192,C19H37O7P,408.22769
C01194,C11H17O13PR2,419.192925996
C01196,C10H17O10PR2(C5H8O6PR)n,554.2713909940001
C01197,C9H8O4,180.042259
C01198,C9H10O3,166.062994
C01199,C10H17O10PR2(C5H8O6PR)n,554.2713909940001
C01200,C10H17NO12PR,374.215721998
C01201,C21H35N9O15P2,715.172785
C01203,C18H33OSR,297.519578
C01204,C6H18O24P6,659.861371
C01205,C4H9NO2,103.06332900000001
C01207,C9H10O5,198.052823
C01209,C3H3O3SR,119.119058
C01210,C3H10NO4P,155.034744
C01211,C7H13N3O3R2,651.1794820000001
C01212,C23H36N4O20P2,750.139813
C01213,C25H40N7O19P3S,867.1312519999999
C01214,C6H13NO5,179.079373
C01215,C7H9NO5,187.048072
C01216,C6H10O6,178.04773799999998
C01217,C30H45N6O16P,776.262966
C01218,C6H11O10P,274.008983
C01219,C15H23N3O15P2,547.0604400000001
C01220,C6H14O12P2,339.996049
C01221,C21H42N7O15P,663.24765
C01222,C16H23N5O15P2,587.066588
C01223,C9H16N3O3,214.119166
C01225,C9H19O11P,334.066498
C01226,C18H28O3,292.203845
C01227,C19H28O2,288.20893
C01228,C10H17N5O17P4,602.95699
C01229,C14H22O8PR3,411.241587994
C01230,C30H52O7P2,586.3188269999999
C01231,C6H14O12P2,339.996049
C01233,C5H14NO6P,215.05587400000002
C01234,C4H7NO2,101.047678
C01235,C12H22O11,342.116212
C01236,C6H11O9P,258.014068
C01239,C8H16N2O5,220.10592200000002
C01240,C5H8O6PR,195.087419998
C01241,C8H14NO8PR2,314.146560996
C01242,C9H19N2OS2R,235.38995
C01243,C6H15O15P3,419.962379
C01244,C9H6I2O4,431.835545
C01245,C6H15O15P3,419.962379
C01246,C26H47O9P(C5H8)n,602.738101998
C01247,C4H7N2O6PR2,241.055906996
C01249,C10H9NO5,223.04807200000002
C01250,C7H11NO4,173.06880800000002
C01251,C7H10O7,206.042653
C01252,C10H9NO4,207.053158
C01253,C22H34N10O15P2R2,1359.987142956
C01255,C12H24N2O3,244.178693
C01256,C4H6N2O3R2,594.084972
C01259,C9H21N2O3,205.155218
C01260,C20H28N10O19P4,836.048265
C01261,C20H28N10O21P4,868.038094
C01262,C10H16N4O3,240.12223999999998
C01263,C15H12O5,272.068473
C01264,C5H10O7PR,213.10270699799997
C01265,C17H14O7,330.07395299999996
C01266,C21H42N7O14P,647.252736
C01267,C6H9N2O5P,220.024908
C01268,C9H15N4O9P,354.057665
C01269,C10H13O10P,324.024633
C01270,C7H7NO3,153.04259299999998
C01271,C3H4O2SR2,136.192394
C01272,C6H16O18P4,499.92870999999997
C01273,C12H10O4,218.057909
C01274,C31H45N6O17P,804.257881
C01275,C11H8O5,220.037173
C01277,C11H18O16P2R2,1087.674321956
C01278,C7H6O6,186.016438
C01279,C6H9N3O,139.07456200000001
C01280,C21H43N7O18P2,743.213981
C01281,C10H10N2O3R2,670.181176
C01282,C27H52NO8PR,549.678616998
C01283,C6H14NO8P,259.045703
C01284,C6H17O21P5,579.89504
C01285,C16H11Cl2NO2,319.016684
C01286,C6H11O9P,258.014068
C01288,C19H30NO18PR2,622.3858069959999
C01289,C63H105NO12P2,1129.711201
C01290,C31H56NO13R,650.776604
C01291,C32H50N7O19P3S,961.2095029999999
C01292,C24H38O5,406.271924
C01293,C4H7N2O6PR2,241.055906996
C01294,C7H16N3O8P,301.067501
C01295,C7H12O6,192.06338799999997
C01297,C10H14N2O2,194.105528
C01298,C7H16N4O4,220.11715499999997
C01299,C20H22N7O9PR2,566.378591996
C01300,C7H9N5O2,195.075625
C01301,C27H46O4,434.33960999999994
C01302,C12H16NO9P,349.056268
C01304,C9H16N5O8P,353.07364900000005
C01306,C16H27N2O11R,423.393108
C01308,C4H7N2O6PR2,241.055906996
C01310,C14H21NO11,379.11146099999996
C01311,C20H34NO15R,528.482572
C01312,C20H32O5,352.22497400000003
C01313,C15H18N2O6S,354.088557
C01314,C16H20N2O6S,368.104207
C01315,C24H26N2O7S,486.14607199999995
C01316,C25H28N2O7S,500.161722
C01319,Hg,201.970626
C01321,IR,126.90447
C01322,XR,
C01324,Br,78.918338
C01326,CHN,27.010899
C01327,HCl,35.976678
C01328,OH,17.00274
C01329,C5H10O7PR,213.10270699799997
C01330,Na,22.98977
C01334,ClR,35.4529
C01335,HOR,17.007346
C01336,HSR,33.072741
C01337,C10H14N4O12P2,444.008345
C01341,C15H27N5O5,357.201219
C01342,NH4,18.034374
C01343,HgR,200.592
C01344,C10H14N4O10P2,412.01851600000003
C01345,C10H15N4O13P3,491.984846
C01346,C9H14N2O11P2,388.007282
C01347,C10H14N4O11P2,428.01342999999997
C01348,C10H15N4O14P3,507.97976100000005
C01349,C21H26O3,326.188195
C01352,C27H35N9O15P2,787.172785
C01353,H2CO3,62.00039399999999
C01355,,
C01356,,
C01358,NH4.,35.037114
C01359,C14H8N2O8,332.02806499999997
C01362,,
C01365,C11H11N2O2X,203.082053
C01367,C10H14N5O7P,347.063084
C01368,C9H13N2O9P,324.035867
C01370,C2H3O2R,59.044112999999996
C01371,HR,1.007941
C01372,C2H2R2,46.196182
C01375,C44H69NO12,803.4819769999999
C01378,C15H12O6,288.063388
C01380,C2H6O2,62.036779
C01382,I2,253.808936
C01384,C4H4O4,116.01095900000001
C01386,C10H9NO2,175.063329
C01387,C8H18,114.140851
C01389,C20H40O,296.30791600000003
C01390,C5H10O,86.073165
C01392,C11H13N2O4R(C2H2NOR)n,293.275869
C01394,C5H10O5,150.052823
C01397,C21H31F3O,356.2327
C01398,C2H2O2R2,378.02427199999994
C01399,(C12H18O9)n,306.26646300000004
C01401,C3H7NO2,89.047678
C01402,C7H6NOR,120.128934
C01403,C7H8O,108.057515
C01404,C8H18N4O2,202.142976
C01405,C9H8O4,180.042259
C01407,C6H6,78.04695
C01408,C14H12O2,212.08372999999997
C01410,C9H16N2O5,232.10592200000002
C01411,C10H18O,154.135765
C01412,C4H8O,72.05751500000001
C01413,Cd,113.90335800000001
C01414,C20H32,272.25040099999995
C01416,C17H21NO4,303.147058
C01417,CHNO,43.005814
C01418,C8H16N2O7,252.09575099999998
C01419,C5H10N2O3S,178.041213
C01420,C6H12N2O4S2,240.023848
C01421,C15H16O9,340.079432
C01424,C7H6O5,170.021523
C01425,C10H16N2O7,276.09575099999995
C01432,C3H6O3,90.03169399999999
C01433,C17H26O10,390.152597
C01438,CH4,16.0313
C01441,C12H26N4O6,322.18523500000003
C01443,C29H44O12,584.283277
C01444,C2H3NO3,89.01129300000001
C01445,C20H25N10O12P(C10H12N5O7P)n,973.652780996
C01448,C16H12O5,284.068473
C01449,C12H15N5O3,277.11748900000003
C01450,COR2,44.00955
C01451,C13H18O7,286.105253
C01452,C6H12O6,180.06338799999997
C01453,C13H14N2,198.115698
C01454,C8H8O2,136.05243000000002
C01455,C7H8,92.0626
C01456,C9H10O3,166.062994
C01457,C46H77NO17,915.51915
C01458,C11H15NO3,209.10519299999999
C01460,C21H20O10,432.105647
C01464,C13H10O,182.073165
C01467,C7H8O,108.057515
C01468,C7H8O,108.057515
C01469,C10H14N5O10P2R,426.19366299599994
C01470,C16H12O5,284.068473
C01471,C3H4O,56.026215
C01474,C14H8O4,240.04225899999997
C01477,C15H10O5,270.052823
C01478,H3AsO4,141.92473
C01479,C17H23NO3,289.167794
C01481,C9H8O4,180.042259
C01484,C15H12O,208.08881499999998
C01485,HClO3,83.961422
C01486,HClO2,67.966507
C01487,C6H12O6,180.06338799999997
C01488,C5H10O5,150.052823
C01489,C6H14O6,182.079038
C01490,(C14H21NO11)n,379.317279
C01491,,
C01493,,
C01494,C10H10O4,194.057909
C01495,C15H10O3,238.062994
C01496,,
C01498,,
C01499,C10H16O,152.120115
C01500,C10H18O,154.135765
C01501,C153H225N43O49S,3480.6157020000005
C01502,C7H8O2,124.05243
C01504,C9H8O,132.057515
C01505,C56H85N17O12,1187.6563609999998
C01506,C2H5O2R,61.059995
C01507,C6H14O6,182.079038
C01508,C5H10O5,150.052823
C01510,C5H10O5,150.052823
C01512,C16H24O10,376.136947
C01513,C13H18N6O3,306.14403799999997
C01514,C15H10O6,286.047738
C01516,C17H19NO3,285.13649300000003
C01517,C14H14O3,230.094294
C01518,C12H22O11,342.116212
C01520,,
C01523,C21H36,288.281701
C01525,CH2SR2,78.156222
C01526,C8H8N2O2,164.058578
C01527,C16H18O9,354.095082
C01528,H2Se,81.932172
C01529,Se,79.916522
C01530,C18H36O2,284.27153
C01531,C20H17FO3S,356.08824300000003
C01533,C17H24O9,372.142032
C01536,C9H11NO3,181.073893
C01537,C3H7NO2,89.047678
C01540,C25H43N13O10,685.3255849999999
C01541,C19H16O4,308.104859
C01542,C7H8O,108.057515
C01545,C8H16O,128.120115
C01546,C5H4O3,112.016044
C01547,,
C01548,C2H2,26.01565
C01550,C12H17N3O4,267.121906
C01551,C4H6N4O3,158.04398999999998
C01552,C21H38N4O8,474.268964
C01553,C21H19N3O3S,393.114712
C01554,C19H32,260.25040099999995
C01555,C21H41N5O11,539.280257
C01557,C12H8O4,216.04225899999997
C01558,C24H40O5,408.287574
C01559,,
C01561,C27H44O2,400.334131
C01562,C16H12O5,284.068473
C01563,CH3NO2,61.016378
C01564,C17H23NO4,305.162708
C01566,CH2N2,42.021798
C01567,C17H23N7O5,405.176067
C01569,C5H12O5,152.068473
C01570,C6H13NO2,131.094629
C01571,C10H20O2,172.14633
C01572,C14H10O9,322.03248199999996
C01573,C14H21N5O4R2,931.3256459999999
C01574,,
C01575,C10H15NO,165.115364
C01576,C29H32O13,588.184291
C01579,,
C01581,C16H25N5O16P2,605.0771530000001
C01582,C6H12O6,180.06338799999997
C01585,C6H12O2,116.08373
C01586,C9H9NO3,179.058243
C01588,C13H18O2,206.13068
C01589,C3H4N2,68.037448
C01590,C20H20O6,356.125988
C01591,C20H38N6O4,426.295454
C01592,C15H12O5,272.068473
C01593,C26H34O10,506.215197
C01594,C10H17NO6,247.105587
C01595,C18H32O2,280.24023
C01596,C4H5NO3,115.02694299999999
C01598,C13H16N2O2,232.121178
C01599,,
C01600,C11H21O15P2R,455.223499996
C01601,C9H18O2,158.13068
C01602,C5H12N2O2,132.089878
C01604,C21H24O10,436.13694699999996
C01606,C8H6O4,166.026609
C01607,C20H40O2,312.302831
C01608,C15H13N3O4S,331.062677
C01609,,
C01610,C22H29N7O5,471.22301699999997
C01612,CH2OR2,46.025431999999995
C01613,C24H42O21,666.221858
C01614,HSO3NHR,96.0856
C01615,HSO2R,65.071551
C01616,C5H11NO5S,197.03579299999998
C01617,C15H12O7,304.05830299999997
C01618,C19H28O4,320.198759
C01619,C12H15NO3S,253.077264
C01620,C4H8O5,136.037173
C01621,C16H14F3NO3S,357.06464900000003
C01623,C14H22N2O16P2,536.044456
C01624,C10H10O3,178.062994
C01625,C11H20O10,312.10564700000003
C01626,C25H32N2O6,456.226037
C01628,C11H7O2R,171.172537
C01629,,
C01630,C10H18O9,282.095082
C01632,C15H18N2O5,306.121572
C01633,C10H22O,158.16706499999998
C01635,,
C01636,,
C01637,,
C01638,,
C01639,,
C01640,,
C01641,,
C01642,,
C01643,,
C01644,,
C01645,,
C01646,,
C01647,,
C01648,,
C01649,,
C01650,,
C01651,,
C01652,,
C01653,,
C01654,(C6H10O5)n,162.140875
C01655,C10H15N6O6P,346.079069
C01656,C3H3O3R,87.054258
C01657,C13H17NO4,251.115758
C01658,CHNOR2,59.024194
C01659,C3H5NO,71.037114
C01661,C27H29NO11,543.174061
C01663,CH2NOR,44.032729999999994
C01664,NH2R,16.022585
C01667,,
C01670,C15H22N4O3,306.169191
C01672,C5H14N2,102.115698
C01673,C27H44O3,416.329045
C01674,C16H28N2O11,424.16930999999994
C01675,C16H26N2O5S,358.156243
C01677,C11H16N4O5,284.11207
C01678,C2H7NS,77.02991999999999
C01680,C6H12O6,180.06338799999997
C01682,C11H20N4O6,304.138284
C01683,C10H18N2O6,262.116486
C01684,C6H12O5,164.068473
C01685,C5H10O6,166.04773799999998
C01687,C39H65NO14,771.4405059999999
C01688,C20H37N3O13,527.232638
C01690,C14H11Cl2NO2,295.016684
C01691,C13H8F2O3,250.04415099999997
C01692,C10H20N2S4,296.050931
C01693,C9H7NO4,193.037508
C01694,C28H44O,396.339216
C01695,,
C01697,C6H14O6,182.079038
C01698,C6H12O6(C12H20O10)n,504.437912
C01699,C19H22O6,346.141638
C01700,C32H57N5O9,655.415628
C01701,C20H18O5,338.115424
C01702,C10H10N2O3R2,670.181176
C01705,C3H8NO5P,169.01400900000002
C01706,C2H2XR,
C01707,CH2O2R2,366.01353199999994
C01708,,
C01709,C16H14O6,302.07903799999997
C01710,C9H10O,134.073165
C01711,C12H22O11,342.116212
C01712,C18H34O2,282.25588
C01714,C21H20O10,432.105647
C01715,,
C01716,C16H14O3,254.094294
C01717,C10H7NO3,189.04259299999998
C01718,C10H12N2O3,208.084792
C01719,C6H12O6,180.06338799999997
C01720,C6H12O6,180.06338799999997
C01721,C6H12O5,164.068473
C01722,C6H14O6,182.079038
C01723,,
C01724,C30H50O,426.386166
C01725,C12H22O11,342.116212
C01726,C6H15N4O6P,270.072921
C01727,C12H10N4O2,242.08037599999997
C01728,C12H22O11,342.116212
C01729,C16H14O4,270.089209
C01731,HgS2R2,906.0175999999999
C01732,C5H6O4,130.026609
C01733,C5H11NO2S,149.051049
C01735,C17H17NO3,283.12084300000004
C01736,C10H12N4O4,252.08585499999998
C01737,C23H46N6O13,614.3122860000001
C01739,C19H17N3O7,399.10665
C01740,C8H19N,129.15175
C01742,C12H22O11,342.116212
C01743,C12H25N3O7,323.16925
C01744,C9H10O3,166.062994
C01745,C14H12O2,212.08372999999997
C01746,C5H11N,85.089149
C01747,C24H47NO7,461.335253
C01748,C13H10N2O,210.07931299999998
C01750,C21H20O11,448.100561
C01751,C6H6O2,110.03677900000001
C01752,C10H8O4,192.042259
C01753,C29H50O,414.386166
C01754,C43H73N2O14R,842.046589
C01755,CHNS,58.982969999999995
C01756,C5H4N4S,152.01566699999998
C01757,C6H8O4,144.042259
C01759,C17H34N4O10,454.227493
C01760,C13H20O3,224.14124500000003
C01761,C21H22N2O3,350.163043
C01762,C10H12N4O6,284.07568399999997
C01764,C9H13N2O9P(C5H8O6PR)n(C5H8O6PR)n,714.356545994
C01765,C10H18O,154.135765
C01766,C10H18O,154.135765
C01767,C10H14O,150.104465
C01768,(C6H8O6)n,176.124398
C01769,C4H8O2,88.05243
C01770,C4H6O2,86.03677900000001
C01771,C4H6O2,86.03677900000001
C01772,C9H8O3,164.04734399999998
C01775,,
C01776,C51H82N8O17,1078.5797929999999
C01777,C6H13NO2R,131.173186
C01779,C12H15N3O2S,265.088497
C01780,C21H28O5,360.19367400000004
C01782,C6H6O,94.041865
C01783,C6H5Hg,279.009751
C01784,C7H8N2,120.068748
C01785,C6H6O2,110.03677900000001
C01788,C15H25N3O14P2,533.081176
C01789,C28H48O,400.370516
C01790,C19H30N12O6(R1)(R2),
C01792,C10Cl10O,485.683442
C01793,C54H69MgN4O5R,878.4568260000001
C01794,C45H74N7O20P3S,1157.392218
C01795,C20H20NO4,338.139233
C01796,C4H8O4,120.042259
C01798,C6H11O6R,179.148221
C01799,C5H11NO2,117.078979
C01800,C11H7N3O2,213.053826
C01801,C5H10O4,134.057909
C01802,C27H44O,384.339216
C01804,C14H20N6O2,304.164774
C01806,C10H16N5O13P3S,538.967816
C01810,H2O(C24H40O20)n,666.578787
C01812,C2H3O2X,59.013304000000005
C01813,CH2OXR,
C01814,C21H23ClFNO2,375.140135
C01816,C17H36,240.28170099999997
C01817,C8H16N2O4S2,268.055148
C01818,H2N2O2,62.011627000000004
C01819,C8H8N2,132.068748
C01821,C21H20O11,448.100561
C01822,C18H36N4O11,484.238058
C01823,C18H36N4O11,484.238058
C01825,C6H12O6,180.06338799999997
C01826,C5H11NO2,117.078979
C01829,C15H11I4NO4,776.68668
C01832,C33H58N7O17P3S,949.282274
C01833,C13H23N3O4,285.168856
C01834,,
C01835,C18H32O16,504.16903499999995
C01836,,
C01837,C2H5NO2,75.032028
C01838,C18H36O,268.276616
C01839,C8H8O4,168.042259
C01841,C15H24,204.187801
C01842,C5H11NO,101.084064
C01843,C10H16N2O3(C5H7NO)n,309.36147200000005
C01844,C23H36O7,424.246104
C01845,C3H8O,60.057515
C01847,C17H23N4O9P,458.120265
C01848,C39H49NO14,755.315305
C01849,C39H47NO14,753.299655
C01850,C18H16O8,360.084517
C01851,C17H21NO4,303.147058
C01852,C17H24O10,388.136947
C01853,C8H6O5,182.021523
C01854,C6H14N2O4,178.095357
C01855,C14H17NO7,311.100502
C01857,C2H4OS,75.998285
C01860,C15H24,204.187801
C01861,S3O6,191.8857
C01863,C30H26O10,546.152597
C01864,C12H8O4,216.04225899999997
C01865,C19H12F3N3O3S,419.05514700000003
C01866,,
C01867,,
C01868,C10H14O,150.104465
C01869,C9H13NO2,167.094629
C01870,C19H25NO10,427.147846
C01871,C4H8S2,120.00674199999999
C01872,CH2XR,
C01874,C6H5IO,219.938508
C01875,C11H22O,170.16706499999998
C01876,C19H30O,274.229666
C01877,C5H7NO3,129.04259299999998
C01879,C5H7NO3,129.04259299999998
C01880,C6H10O2,114.06808000000001
C01881,C19H30O,274.229666
C01882,C15H23N5O14P2,559.071673
C01883,C2H3O2R,59.044112999999996
C01884,C21H35O2R(C5H8)n,387.619513
C01885,C4H7O4R,119.09616700000001
C01887,CNR,26.017443
C01888,C3H7NO,73.052764
C01889,(C10H16O8)n,264.229696
C01890,NH2R,16.022585
C01892,C4H6O2S2,149.980921
C01893,C10H17N3O2S,243.104147
C01894,C31H50N9O18P3S2,993.192807
